iso3,gwcode,country_name,capital_name,capital_name_normalized,valid_from,valid_until,capital_longitude,capital_latitude,iso3_source,source_rows_merged,cshapes_status,cshapes_version,reference_source,source_url,methodological_note,source_file_sha256
TLS,860,East Timor,Dili,dili,2002-05-20,2020-12-31,125.574,-8.55861,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TTO,52,Trinidad and Tobago,Port-of-Spain,port of spain,1993-01-01,2020-12-31,-61.5167,10.65,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TUN,616,Tunisia,Tunis,tunis,1993-01-01,2020-12-31,10.1797,36.8028,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TUR,640,Turkey (Ottoman Empire),Ankara,ankara,1993-01-01,2020-12-31,32.8644,39.9272,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TWN,713,Taiwan,Taipei,taipei,1993-01-01,2020-12-31,121.525,25.0392,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TZA,510,Tanzania (Tanganyika),Dodoma,dodoma,1993-01-01,2020-12-31,35.7419,-6.173,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
UGA,500,Uganda,Kampala,kampala,1993-01-01,2020-12-31,32.5656,0.31556,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
UKR,369,Ukraine,Kiev,kiev,1993-01-01,2020-12-31,30.5167,50.4333,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
URY,165,Uruguay,Montevideo,montevideo,1993-01-01,2020-12-31,-56.1708,-34.8581,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
USA,2,United States of America,Washington,washington,1993-01-01,2020-12-31,-77.0367,38.895,country_converter,3,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
UZB,704,Uzbekistan,Tashkent,tashkent,1993-01-01,2020-12-31,69.25,41.3167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
VEN,101,Venezuela,Caracas,caracas,1993-01-01,2020-12-31,-66.9167,10.5,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
VNM,816,"Vietnam, Democratic Republic of",Hanoi,hanoi,1993-01-01,2020-12-31,105.85,21.0333,manual_override,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
XKX,347,Kosovo,Pristina,pristina,2008-02-20,2020-12-31,21.1667,42.6667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
YEM,678,Yemen (Arab Republic of Yemen),Sana'a,sana a,1993-01-01,2020-12-31,44.1833,15.2833,country_converter,4,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
YUG,345,Yugoslavia,Belgrade,belgrade,1993-01-01,2006-06-02,20.4681,44.8186,manual_override,5,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
ZAF,560,South Africa,Pretoria,pretoria,1993-01-01,2020-12-31,28.2294,-25.7069,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
ZMB,551,Zambia,Lusaka,lusaka,1993-01-01,2020-12-31,28.2833,-15.4167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
ZWE,552,Zimbabwe (Rhodesia),Harare,harare,1993-01-01,2020-12-31,31.0447,-17.8178,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
